Team	Pos	Name	Club	Age	Caps	Goals	Captain?																		
France	GK	Robin Risser	Lens	21	0	0																			
France	DF	Lucas Digne	Aston Villa	32	56	0																			
France	DF	Jules Koundé	Barcelona	27	46	0																			
France	DF	Théo Hernandez	Al-Hilal	28	42	2																			
France	DF	Lucas Hernandez	Paris Saint-Germain	30	41	0																			
France	DF	Dayot Upamecano	Bayern Munich	27	36	2																			
France	DF	William Saliba	Arsenal	25	31	0																			
France	DF	Ibrahima Konaté	Liverpool	27	27	0																			
France	DF	Malo Gusto	Chelsea	23	9	0																			
France	DF	Maxence Lacroix	Crystal Palace	26	2	0																			
France	MF	N'Golo Kanté	Fenerbahçe	35	67	2																			
France	MF	Adrien Rabiot	Milan	31	57	7																			
France	MF	Aurélien Tchouaméni	Real Madrid	26	44	3																			
France	MF	Manu Koné	Roma	25	12	0																			
France	MF	Warren Zaïre-Emery	Paris Saint-Germain	20	10	1																			
France	FW	Kylian Mbappé	Real Madrid	27	96	56	Captain																		
France	FW	Ousmane Dembélé	Paris Saint-Germain	29	58	7																			
France	FW	Marcus Thuram	Inter Milan	28	33	3																			
France	FW	Bradley Barcola	Paris Saint-Germain	23	18	3																			
France	FW	Michael Olise	Bayern Munich	24	15	4																			
France	FW	Maghnes Akliouche	Monaco	24	7	1																			
France	FW	Désiré Doué	Paris Saint-Germain	21	6	2																			
France	FW	Rayan Cherki	Manchester City	22	5	1																			
France	FW	Jean-Philippe Mateta	Crystal Palace	28	3	2																			
Iraq	GK	Fahad Talib	Al-Talaba	31	21	0																			
Iraq	GK	Jalal Hassan	Al-Zawraa	35	100	0	Captain																		
Iraq	GK	Ahmed Basil	Al-Shorta	29	14	0																			
Iraq	DF	Rebin Sulaka	Port	34	54	1																			
Iraq	DF	Hussein Ali	Pogoń Szczecin	24	25	1																			
Iraq	DF	Zaid Tahseen	Pakhtakor	25	26	1																			
Iraq	DF	Akam Hashim	Al-Zawraa	27	12	1																			
Iraq	DF	Manaf Younis	Al-Shorta	29	32	1																			
Iraq	DF	Ahmed Yahya	Al-Shorta	30	19	0																			
Iraq	DF	Merchas Doski	Viktoria Plzeň	26	30	0																			
Iraq	DF	Mustafa Saadoon	Al-Shorta	25	15	0																			
Iraq	DF	Frans Putros	Persib	32	26	0																			
Iraq	MF	Youssef Amyn	AEK Larnaca	22	25	2																			
Iraq	MF	Ibrahim Bayesh	Al-Dhafra	26	74	8																			
Iraq	MF	Zidane Iqbal	Utrecht	23	23	2																			
Iraq	MF	Amir Al-Ammari	Cracovia	28	49	3																			
Iraq	MF	Kevin Yakob	AGF	25	7	0																			
Iraq	MF	Aimar Sher	Sarpsborg 08	23	6	0																			
Iraq	MF	Zaid Ismail	Al-Talaba	24	5	0																			
Iraq	FW	Ali Al-Hamadi	Luton Town	24	18	5																			
Iraq	FW	Mohanad Ali	Dibba	25	71	27																			
Iraq	FW	Ahmed Qasem	Nashville SC	22	1	0																			
Iraq	FW	Ali Yousif	Al-Talaba	30	6	1																			
Iraq	FW	Ali Jasim	Al-Najma	22	35	2																			
Iraq	FW	Aymen Hussein	Al-Karma	30	93	33																			
Iraq	FW	Marko Farji	Venezia	22	10	0																			
Norway	GK	Ørjan Nyland	Sevilla	35	69	0																			
Norway	MF	Morten Thorsby	Cremonese	30	30	0																			
Norway	DF	Kristoffer Ajer	Brentford	28	50	2																			
Norway	DF	Leo Østigård	Genoa	26	36	1																			
Norway	DF	David Møller Wolfe	Wolverhampton Wanderers	24	20	1																			
Norway	MF	Patrick Berg	Bodø/Glimt	28	41	0																			
Norway	FW	Alexander Sørloth	Atlético Madrid	30	70	26																			
Norway	MF	Sander Berge	Fulham	28	64	1																			
Norway	FW	Erling Haaland	Manchester City	25	49	55																			
Norway	MF	Martin Ødegaard	Arsenal	27	67	4	Captain																		
Norway	FW	Jørgen Strand Larsen	Crystal Palace	26	26	4																			
Norway	GK	Sander Tangvik	Hamburger SV	23	0	0																			
Norway	GK	Egil Selvik	Watford	28	6	0																			
Norway	MF	Fredrik Aursnes	Benfica	30	20	1																			
Norway	DF	Fredrik André Bjørkan	Bodø/Glimt	27	19	1																			
Norway	DF	Marcus Holmgren Pedersen	Torino	25	31	0																			
Norway	DF	Torbjørn Heggem	Bologna	27	13	0																			
Norway	MF	Kristian Thorstvedt	Sassuolo	27	35	4																			
Norway	MF	Thelo Aasgaard	Rangers	24	6	5																			
Norway	MF	Antonio Nusa	RB Leipzig	21	22	7																			
Norway	MF	Andreas Schjelderup	Benfica	22	10	1																			
Norway	MF	Oscar Bobb	Fulham	22	18	2																			
Norway	MF	Jens Petter Hauge	Bodø/Glimt	26	14	1																			
Norway	DF	Sondre Langås	Derby County	25	2	0																			
Norway	DF	Henrik Falchener	Viking	23	1	0																			
Norway	DF	Julian Ryerson	Borussia Dortmund	28	41	1																			
Senegal	GK	Yehvann Diouf	Nice	26	2	0																			
Senegal	GK	Édouard Mendy	Al-Ahli	34	56	0																			
Senegal	GK	Mory Diaw	Le Havre	32	5	0																			
Senegal	DF	Mamadou Sarr	Chelsea	20	7	0																			
Senegal	DF	Kalidou Koulibaly	Al-Hilal	34	102	2	Captain																		
Senegal	DF	Abdoulaye Seck	Maccabi Haifa	34	22	4																			
Senegal	DF	Ismail Jakobs	Galatasaray	26	29	0																			
Senegal	DF	Krépin Diatta	Monaco	27	60	2																			
Senegal	DF	Moussa Niakhaté	Lyon	30	30	0																			
Senegal	DF	Antoine Mendy	Nice	22	6	0																			
Senegal	DF	El Hadji Malick Diouf	West Ham United	21	19	1																			
Senegal	MF	Idrissa Gueye	Everton	36	130	7																			
Senegal	MF	Pathé Ciss	Rayo Vallecano	32	29	0																			
Senegal	MF	Lamine Camara	Monaco	22	32	7																			
Senegal	MF	Pape Matar Sarr	Tottenham Hotspur	23	39	4																			
Senegal	MF	Habib Diarra	Sunderland	22	20	4																			
Senegal	MF	Bara Sapoko Ndiaye	Bayern Munich	18	1	0																			
Senegal	MF	Pape Gueye	Villarreal	27	41	5																			
Senegal	FW	Assane Diao	Como	20	5	0																			
Senegal	FW	Bamba Dieng	Lorient	26	22	2																			
Senegal	FW	Sadio Mané	Al-Nassr	34	127	55																			
Senegal	FW	Nicolas Jackson	Bayern Munich	24	32	8																			
Senegal	FW	Cherif Ndiaye	Samsunspor	30	18	4																			
Senegal	FW	Iliman Ndiaye	Everton	26	39	4																			
Senegal	FW	Ismaïla Sarr	Crystal Palace	28	82	19																			
Senegal	FW	Ibrahim Mbaye	Paris Saint-Germain	18	10	3																			
Algeria	GK	Luca Zidane	Granada	28	6	0																			
Algeria	GK	Oussama Benbot	USM Alger	31	2	0																			
Algeria	GK	Melvin Mastil	Stade Nyonnais	26	1	0																			
Algeria	DF	Aïssa Mandi	Lille	34	116	7																			
Algeria	DF	Ramy Bensebaini	Borussia Dortmund	31	81	7																			
Algeria	DF	Mohamed Amine Tougai	Espérance de Tunis	26	28	2																			
Algeria	DF	Rayan Aït-Nouri	Manchester City	25	27	0																			
Algeria	DF	Jaouen Hadjam	Young Boys	23	16	3																			
Algeria	DF	Rafik Belghali	Hellas Verona	24	11	1																			
Algeria	DF	Zineddine Belaïd	JS Kabylie	27	9	1																			
Algeria	DF	Achref Abada	USM Alger	26	6	1																			
Algeria	DF	Samir Chergui	Paris FC	27	4	0																			
Algeria	MF	Nabil Bentaleb	Lille	31	58	6																			
Algeria	MF	Ramiz Zerrouki	Twente	28	51	3																			
Algeria	MF	Hicham Boudaoui	Nice	26	32	0																			
Algeria	MF	Farès Chaïbi	Eintracht Frankfurt	23	28	3																			
Algeria	MF	Houssem Aouar	Al-Ittihad	27	19	6																			
Algeria	MF	Ibrahim Maza	Bayer Leverkusen	20	15	2																			
Algeria	MF	Yacine Titraoui	Charleroi	22	5	0																			
Algeria	FW	Riyad Mahrez	Al-Ahli	35	113	38	Captain																		
Algeria	FW	Mohamed Amoura	VfL Wolfsburg	26	44	19																			
Algeria	FW	Amine Gouiri	Marseille	26	21	8																			
Algeria	FW	Anis Hadj Moussa	Feyenoord	24	13	0																			
Algeria	FW	Adil Boulbina	Al-Duhail	23	10	6																			
Algeria	FW	Nadhir Benbouali	Győr	26	2	1																			
Algeria	FW	Farès Ghedjemis	Frosinone	23	1	1																			
Argentina	GK	Juan Musso	Atlético Madrid	32	3	0																			
Argentina	GK	Gerónimo Rulli	Marseille	34	7	0																			
Argentina	GK	Emiliano Martínez	Aston Villa	33	59	0																			
Argentina	DF	Leonardo Balerdi	Marseille	27	11	0																			
Argentina	DF	Nicolás Tagliafico	Lyon	33	75	1																			
Argentina	DF	Gonzalo Montiel	River Plate	29	38	2																			
Argentina	DF	Lisandro Martínez	Manchester United	28	26	1																			
Argentina	DF	Cristian Romero	Tottenham Hotspur	28	49	3																			
Argentina	DF	Nicolás Otamendi	Benfica	38	130	8																			
Argentina	DF	Facundo Medina	Marseille	27	7	0																			
Argentina	DF	Nahuel Molina	Atlético Madrid	28	58	1																			
Argentina	MF	Leandro Paredes	Boca Juniors	31	77	5																			
Argentina	MF	Rodrigo De Paul	Inter Miami CF	32	85	2																			
Argentina	MF	Valentín Barco	Strasbourg	21	2	1																			
Argentina	MF	Giovani Lo Celso	Real Betis	30	65	4																			
Argentina	MF	Exequiel Palacios	Bayer Leverkusen	27	38	0																			
Argentina	MF	Alexis Mac Allister	Liverpool	27	44	6																			
Argentina	MF	Enzo Fernández	Chelsea	25	40	6																			
Argentina	FW	Julián Alvarez	Atlético Madrid	26	51	14																			
Argentina	FW	Lionel Messi	Inter Miami CF	38	198	116	Captain																		
Argentina	FW	Nicolás González	Atlético Madrid	28	50	6																			
Argentina	FW	Thiago Almada	Atlético Madrid	25	14	4																			
Argentina	FW	Giuliano Simeone	Atlético Madrid	23	11	1																			
Argentina	FW	Nico Paz	Como	21	8	1																			
Argentina	FW	José Manuel López	Palmeiras	25	3	0																			
Argentina	FW	Lautaro Martínez	Inter Milan	28	75	36																			
Austria	GK	Alexander Schlager	Red Bull Salzburg	30	25	0																			
Austria	DF	David Affengruber	Elche	25	1	0																			
Austria	DF	Kevin Danso	Tottenham Hotspur	27	31	0																			
Austria	MF	Xaver Schlager	RB Leipzig	28	50	4																			
Austria	DF	Stefan Posch	Mainz 05	29	51	5																			
Austria	MF	Nicolas Seiwald	RB Leipzig	25	46	1																			
Austria	FW	Marko Arnautović	Red Star Belgrade	37	132	47																			
Austria	DF	David Alaba	Real Madrid	33	112	15	Captain																		
Austria	MF	Marcel Sabitzer	Borussia Dortmund	32	97	25																			
Austria	MF	Florian Grillitsch	Braga	30	58	1																			
Austria	FW	Michael Gregoritsch	FC Augsburg	32	74	24																			
Austria	GK	Florian Wiegele	Viktoria Plzeň	25	1	0																			
Austria	GK	Patrick Pentz	Brøndby	29	18	0																			
Austria	FW	Saša Kalajdžić	LASK	28	21	4																			
Austria	DF	Philipp Lienhart	SC Freiburg	29	40	3																			
Austria	DF	Phillipp Mwene	Mainz 05	32	29	0																			
Austria	MF	Carney Chukwuemeka	Borussia Dortmund	22	2	1																			
Austria	MF	Romano Schmid	Werder Bremen	26	33	3																			
Austria	MF	Christoph Baumgartner	RB Leipzig	26	58	19																			
Austria	MF	Konrad Laimer	Bayern Munich	29	56	7																			
Austria	MF	Patrick Wimmer	VfL Wolfsburg	25	30	1																			
Austria	DF	Alexander Prass	TSG Hoffenheim	25	18	0																			
Austria	DF	Marco Friedl	Werder Bremen	28	10	0																			
Austria	MF	Paul Wanner	PSV Eindhoven	20	2	0																			
Austria	DF	Michael Svoboda	Venezia	27	4	0																			
Austria	MF	Alessandro Schöpf	Wolfsberger AC	32	35	6																			
Jordan	GK	Yazeed Abulaila	Al-Hussein	33	75	0																			
Jordan	GK	Nour Bani Attiah	Al-Faisaly	33	4	0																			
Jordan	GK	Abdallah Al-Fakhouri	Al-Wehdat	26	11	0																			
Jordan	DF	Mohammad Abu Hashish	Al-Karma	31	55	1																			
Jordan	DF	Abdallah Nasib	Al-Zawraa	32	64	3																			
Jordan	DF	Husam Abu Dahab	Al-Faisaly	26	17	0																			
Jordan	DF	Yazan Al-Arab	FC Seoul	30	79	3																			
Jordan	DF	Mo Abualnadi	Selangor	25	17	0																			
Jordan	DF	Salim Obaid	Al-Hussein	34	10	0																			
Jordan	DF	Saed Al-Rosan	Al-Hussein	29	20	2																			
Jordan	DF	Ihsan Haddad	Al-Hussein	32	91	2	Captain																		
Jordan	DF	Anas Badawi	Al-Faisaly	28	1	0																			
Jordan	MF	Amer Jamous	Al-Zawraa	23	18	1																			
Jordan	MF	Noor Al-Rawabdeh	Selangor	29	67	3																			
Jordan	MF	Rajaei Ayed	Al-Hussein	32	72	0																			
Jordan	MF	Ibrahim Sadeh	Al-Karma	26	56	3																			
Jordan	MF	Mohannad Abu Taha	Al-Quwa Al-Jawiya	23	28	1																			
Jordan	MF	Nizar Al-Rashdan	Qatar SC	27	46	4																			
Jordan	MF	Mohammad Al-Dawoud	Al-Wehdat	34	12	1																			
Jordan	FW	Mohammad Abu Zrayq	Raja Casablanca	28	40	5																			
Jordan	FW	Ali Olwan	Al-Sailiya	26	65	29																			
Jordan	FW	Musa Al-Taamari	Rennes	29	91	24																			
Jordan	FW	Odeh Al-Fakhouri	Pyramids	20	9	1																			
Jordan	FW	Mahmoud Al-Mardi	Al-Hussein	32	88	9																			
Jordan	FW	Ibrahim Sabra	Lokomotiva Zagreb	20	9	1																			
Jordan	FW	Ali Azaizeh	Al-Shabab	22	3	0																			
Colombia	GK	David Ospina	Atlético Nacional	37	129	0																			
Colombia	GK	Camilo Vargas	Atlas	37	40	0																			
Colombia	GK	Álvaro Montero	Vélez Sarsfield	31	11	0																			
Colombia	DF	Davinson Sánchez	Galatasaray	29	77	3																			
Colombia	DF	Santiago Arias	Independiente	34	66	0																			
Colombia	DF	Yerry Mina	Cagliari	31	52	8																			
Colombia	DF	Daniel Muñoz	Crystal Palace	30	44	3																			
Colombia	DF	Johan Mojica	Mallorca	33	43	1																			
Colombia	DF	Jhon Lucumí	Bologna	27	35	1																			
Colombia	DF	Deiver Machado	Nantes	32	14	0																			
Colombia	DF	Willer Ditta	Cruz Azul	29	3	0																			
Colombia	MF	James Rodríguez	Minnesota United FC	34	124	31	Captain																		
Colombia	MF	Jefferson Lerma	Crystal Palace	31	64	5																			
Colombia	MF	Juan Fernando Quintero	River Plate	33	47	6																			
Colombia	MF	Jhon Arias	Palmeiras	28	36	4																			
Colombia	MF	Richard Ríos	Benfica	26	30	2																			
Colombia	MF	Kevin Castaño	River Plate	25	24	0																			
Colombia	MF	Jorge Carrascal	Flamengo	28	22	2																			
Colombia	MF	Jaminton Campaz	Rosario Central	26	9	1																			
Colombia	MF	Juan Portilla	Athletico Paranaense	27	8	0																			
Colombia	MF	Gustavo Puerta	Racing Santander	22	4	1																			
Colombia	FW	Luis Díaz	Bayern Munich	29	72	21																			
Colombia	FW	Jhon Córdoba	Krasnodar	33	21	6																			
Colombia	FW	Luis Suárez	Sporting CP	28	10	4																			
Colombia	FW	Cucho Hernández	Real Betis	27	7	2																			
Colombia	FW	Andrés Gómez	Vasco da Gama	23	6	2																			
DR Congo	GK	Lionel Mpasi	Le Havre	31	27	0																			
DR Congo	GK	Timothy Fayulu	Noah	26	3	0																			
DR Congo	GK	Matthieu Epolo	Standard Liège	21	1	0																			
DR Congo	DF	Chancel Mbemba	Lille	31	107	7	Captain																		
DR Congo	DF	Arthur Masuaku	Lens	32	44	4																			
DR Congo	DF	Gédéon Kalulu	Aris Limassol	28	27	0																			
DR Congo	DF	Joris Kayembe	Genk	31	24	0																			
DR Congo	DF	Dylan Batubinsika	AEL	30	14	1																			
DR Congo	DF	Axel Tuanzebe	Burnley	28	12	1																			
DR Congo	DF	Aaron Wan-Bissaka	West Ham United	28	10	0																			
DR Congo	MF	Aaron Tshibola	Kilmarnock	31	16	1																			
DR Congo	DF	Steve Kapuadi	Widzew Łódź	28	3	0																			
DR Congo	MF	Meschak Elia	Alanyaspor	28	68	12																			
DR Congo	MF	Samuel Moutoussamy	Atromitos	29	56	0																			
DR Congo	MF	Edo Kayembe	Watford	28	41	2																			
DR Congo	MF	Théo Bongonda	Spartak Moscow	30	37	7																			
DR Congo	MF	Charles Pickel	Espanyol	29	33	1																			
DR Congo	MF	Gaël Kakuta	AEL	34	30	5																			
DR Congo	MF	Noah Sadiki	Sunderland	21	18	0																			
DR Congo	MF	Nathanaël Mbuku	Montpellier	24	17	2																			
DR Congo	MF	Ngal'ayel Mukau	Lille	21	12	0																			
DR Congo	MF	Brian Cipenga	Castellón	28	7	0																			
DR Congo	FW	Cédric Bakambu	Real Betis	35	68	21																			
DR Congo	FW	Fiston Mayele	Pyramids	31	37	6																			
DR Congo	FW	Yoane Wissa	Newcastle United	29	36	9																			
DR Congo	FW	Simon Banza	Al Jazira	29	14	2																			
Portugal	GK	Diogo Costa	Porto	26	42	0																			
Portugal	GK	José Sá	Wolverhampton Wanderers	33	4	0																			
Portugal	GK	Rui Silva	Sporting CP	32	2	0																			
Portugal	DF	Rúben Dias	Manchester City	29	74	3																			
Portugal	DF	João Cancelo	Barcelona	32	66	12																			
Portugal	DF	Nélson Semedo	Fenerbahçe	32	48	0																			
Portugal	DF	Nuno Mendes	Paris Saint-Germain	23	43	1																			
Portugal	DF	Diogo Dalot	Manchester United	27	33	3																			
Portugal	DF	Gonçalo Inácio	Sporting CP	24	20	2																			
Portugal	DF	Matheus Nunes	Manchester City	27	19	2																			
Portugal	DF	Renato Veiga	Villarreal	22	11	1																			
Portugal	DF	Tomás Araújo	Benfica	24	3	0																			
Portugal	MF	Bernardo Silva	Manchester City	31	107	14																			
Portugal	MF	Bruno Fernandes	Manchester United	31	87	28																			
Portugal	MF	Rúben Neves	Al-Hilal	29	65	1																			
Portugal	MF	Vitinha	Paris Saint-Germain	26	37	0																			
Portugal	MF	João Neves	Paris Saint-Germain	21	21	3																			
Portugal	MF	Samú Costa	Mallorca	25	4	0																			
Portugal	FW	Cristiano Ronaldo	Al-Nassr	41	226	143	Captain																		
Portugal	FW	João Félix	Al-Nassr	26	52	12																			
Portugal	FW	Rafael Leão	Milan	27	43	5																			
Portugal	FW	Gonçalo Guedes	Real Sociedad	29	33	7																			
Portugal	FW	Gonçalo Ramos	Paris Saint-Germain	24	24	10																			
Portugal	FW	Pedro Neto	Chelsea	26	23	2																			
Portugal	FW	Francisco Trincão	Sporting CP	26	17	3																			
Portugal	FW	Francisco Conceição	Juventus	23	15	3																			
Uzbekistan	GK	Utkir Yusupov	Navbahor Namangan	35	39	0																			
Uzbekistan	GK	Abduvohid Nematov	Nasaf	25	8	0																			
Uzbekistan	GK	Botirali Ergashev	Neftchi Fergana	30	2	0																			
Uzbekistan	DF	Abdukodir Khusanov	Manchester City	22	26	0																			
Uzbekistan	DF	Khojiakbar Alijonov	Pakhtakor	29	40	2																			
Uzbekistan	DF	Farrukh Sayfiev	Neftchi Fergana	35	45	1																			
Uzbekistan	DF	Rustam Ashurmatov	Esteghlal	29	48	1																			
Uzbekistan	DF	Sherzod Nasrullaev	Nasaf	27	30	2																			
Uzbekistan	DF	Umar Eshmurodov	Nasaf	33	29	0																			
Uzbekistan	DF	Abdulla Abdullaev	Dibba	28	17	0																			
Uzbekistan	DF	Bekhruz Karimov	Surkhon Termiz	18	2	0																			
Uzbekistan	DF	Avazbek Ulmasaliev	AGMK	26	0	0																			
Uzbekistan	DF	Jakhongir Urozov	Dinamo Samarqand	22	3	0																			
Uzbekistan	MF	Akmal Mozgovoy	Pakhtakor	27	24	1																			
Uzbekistan	MF	Otabek Shukurov	Baniyas	29	83	9																			
Uzbekistan	MF	Jamshid Iskanderov	Neftchi Fergana	32	37	4																			
Uzbekistan	MF	Odiljon Hamrobekov	Tractor	30	72	1																			
Uzbekistan	MF	Jaloliddin Masharipov	Esteghlal	32	74	12																			
Uzbekistan	MF	Oston Urunov	Persepolis	25	41	10																			
Uzbekistan	MF	Dostonbek Khamdamov	Pakhtakor	29	33	5																			
Uzbekistan	MF	Azizjon Ganiev	Al-Bataeh	28	19	0																			
Uzbekistan	MF	Abbosbek Fayzullaev	İstanbul Başakşehir	22	31	8																			
Uzbekistan	MF	Sherzod Esanov	Bukhara	23	1	0																			
Uzbekistan	FW	Eldor Shomurodov	İstanbul Başakşehir	30	91	44	Captain																		
Uzbekistan	FW	Azizbek Amonov	Dinamo Samarqand	28	12	2																			
Uzbekistan	FW	Igor Sergeev	Persepolis	33	82	24																			
Croatia	GK	Dominik Livaković	Dinamo Zagreb	31	73	0																			
Croatia	GK	Dominik Kotarski	Copenhagen	26	3	0																			
Croatia	GK	Ivor Pandur	Hull City	26	0	0																			
Croatia	DF	Joško Gvardiol	Manchester City	24	46	4																			
Croatia	DF	Duje Ćaleta-Car	Real Sociedad	29	38	1																			
Croatia	DF	Josip Šutalo	Ajax	26	31	0																			
Croatia	DF	Josip Stanišić	Bayern Munich	26	29	0																			
Croatia	DF	Marin Pongračić	Fiorentina	28	18	0																			
Croatia	DF	Martin Erlić	Midtjylland	28	12	1																			
Croatia	DF	Luka Vušković	Hamburger SV	19	4	1																			
Croatia	MF	Luka Modrić	Milan	40	196	28	Captain																		
Croatia	MF	Mateo Kovačić	Manchester City	32	111	5																			
Croatia	MF	Mario Pašalić	Atalanta	31	83	11																			
Croatia	MF	Nikola Vlašić	Torino	28	61	10																			
Croatia	MF	Luka Sučić	Real Sociedad	23	19	1																			
Croatia	MF	Martin Baturina	Como	23	17	1																			
Croatia	MF	Kristijan Jakić	FC Augsburg	29	16	2																			
Croatia	MF	Petar Sučić	Inter Milan	22	15	1																			
Croatia	MF	Nikola Moro	Bologna	28	9	0																			
Croatia	MF	Toni Fruk	Rijeka	25	7	1																			
Croatia	FW	Ivan Perišić	PSV Eindhoven	37	152	38																			
Croatia	FW	Andrej Kramarić	TSG Hoffenheim	34	114	36																			
Croatia	FW	Ante Budimir	Osasuna	34	36	6																			
Croatia	FW	Marco Pašalić	Orlando City	25	13	1																			
Croatia	FW	Petar Musa	FC Dallas	28	10	1																			
Croatia	FW	Igor Matanović	SC Freiburg	23	8	2																			
England	GK	Jordan Pickford	Everton	32	82	0																			
England	GK	Dean Henderson	Crystal Palace	29	4	0																			
England	GK	James Trafford	Manchester City	23	1	0																			
England	DF	John Stones	Manchester City	32	87	3																			
England	DF	Marc Guéhi	Manchester City	25	27	1																			
England	DF	Reece James	Chelsea	26	22	1																			
England	DF	Ezri Konsa	Aston Villa	28	18	1																			
England	DF	Dan Burn	Newcastle United	34	6	0																			
England	DF	Tino Livramento	Newcastle United	23	5	0																			
England	DF	Djed Spence	Tottenham Hotspur	25	4	0																			
England	DF	Nico O'Reilly	Manchester City	21	3	0																			
England	DF	Jarell Quansah	Bayer Leverkusen	23	1	0																			
England	MF	Jordan Henderson	Brentford	35	89	3																			
England	MF	Declan Rice	Arsenal	27	72	6																			
England	MF	Jude Bellingham	Real Madrid	22	46	6																			
England	MF	Morgan Rogers	Aston Villa	23	13	1																			
England	MF	Kobbie Mainoo	Manchester United	21	12	0																			
England	MF	Elliot Anderson	Nottingham Forest	23	7	0																			
England	FW	Harry Kane	Bayern Munich	32	112	78	Captain																		
England	FW	Marcus Rashford	Barcelona	28	70	18																			
England	FW	Bukayo Saka	Arsenal	24	48	14																			
England	FW	Ollie Watkins	Aston Villa	30	20	6																			
England	FW	Anthony Gordon	Newcastle United	25	17	2																			
England	FW	Eberechi Eze	Arsenal	27	16	3																			
England	FW	Noni Madueke	Arsenal	24	10	1																			
England	FW	Ivan Toney	Al-Ahli	30	7	1																			
Ghana	GK	Lawrence Ati-Zigi	St. Gallen	29	28	0																			
Ghana	GK	Joseph Anang	St Patrick's Athletic	26	1	0																			
Ghana	GK	Benjamin Asare	Hearts of Oak	33	10	0																			
Ghana	DF	Alidu Seidu	Rennes	26	23	1																			
Ghana	DF	Jonas Adjetey	VfL Wolfsburg	22	9	0																			
Ghana	DF	Abdul Mumin	Rayo Vallecano	28	4	0																			
Ghana	DF	Gideon Mensah	Auxerre	27	39	0																			
Ghana	DF	Abdul Rahman Baba	PAOK	31	52	1																			
Ghana	DF	Jerome Opoku	İstanbul Başakşehir	27	10	1																			
Ghana	DF	Kojo Peprah Oppong	Nice	22	4	0																			
Ghana	DF	Derrick Luckassen	Pafos	30	1	0																			
Ghana	DF	Marvin Senaya	Auxerre	25	1	0																			
Ghana	MF	Caleb Yirenkyi	Nordsjælland	20	10	0																			
Ghana	MF	Thomas Partey	Villarreal	32	56	15																			
Ghana	MF	Kwasi Sibo	Oviedo	27	7	0																			
Ghana	MF	Antoine Semenyo	Manchester City	26	34	3																			
Ghana	MF	Elisha Owusu	Auxerre	28	19	0																			
Ghana	MF	Augustine Boakye	Saint-Étienne	25	0	0																			
Ghana	FW	Abdul Fatawu	Leicester City	22	27	3																			
Ghana	FW	Jordan Ayew	Leicester City	34	117	33	Captain																		
Ghana	FW	Brandon Thomas-Asante	Coventry City	27	7	1																			
Ghana	FW	Christopher Bonsu Baah	Al-Qadsiah	21	8	0																			
Ghana	FW	Iñaki Williams	Athletic Bilbao	31	25	2																			
Ghana	FW	Kamaldeen Sulemana	Atalanta	24	27	1																			
Ghana	FW	Ernest Nuamah	Lyon	22	18	4																			
Ghana	FW	Prince Kwabena Adu	Viktoria Plzeň	22	4	0																			
Panama	GK	Luis Mejía	Nacional	35	56	0																			
Panama	GK	Orlando Mosquera	Al-Fayha	31	47	0																			
Panama	GK	César Samudio	Marathón	32	4	0																			
Panama	DF	Eric Davis	Plaza Amador	35	105	9																			
Panama	DF	Fidel Escobar	Saprissa	31	97	4																			
Panama	DF	Michael Amir Murillo	Beşiktaş	30	92	9																			
Panama	DF	Roderick Miller	Turan Tovuz	34	49	2																			
Panama	DF	Andrés Andrade	LASK	27	48	1																			
Panama	DF	César Blackman	Slovan Bratislava	28	38	3																			
Panama	DF	José Córdoba	Norwich City	25	31	1																			
Panama	DF	Jiovany Ramos	Puerto Cabello	29	21	1																			
Panama	DF	Jorge Gutiérrez	Deportivo La Guaira	27	17	0																			
Panama	DF	Edgardo Fariña	Pari Nizhny Novgorod	24	16	0																			
Panama	MF	Aníbal Godoy	San Diego FC	36	159	4	Captain																		
Panama	MF	Alberto Quintero	Plaza Amador	38	140	7																			
Panama	MF	Yoel Bárcenas	Mazatlán	32	102	10																			
Panama	MF	Adalberto Carrasquilla	UNAM	27	73	3																			
Panama	MF	José Luis Rodríguez	Juárez	27	68	8																			
Panama	MF	Cristian Martínez	Ironi Kiryat Shmona	29	64	2																			
Panama	MF	César Yanis	Cobresal	30	55	5																			
Panama	MF	Carlos Harvey	Minnesota United FC	26	26	3																			
Panama	MF	Azarias Londoño	Universidad Católica	24	10	0																			
Panama	FW	José Fajardo	Universidad Católica	32	66	17																			
Panama	FW	Ismael Díaz	León	29	55	17																			
Panama	FW	Cecilio Waterman	Universidad de Concepción	35	53	14																			
Panama	FW	Tomás Rodríguez	Saprissa	27	12	3																			
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
