Team,Pos.,Name,Captain,Status,Age,Caps,Goals,Club,Latest call-up,,Pos.,Player,Name,Captain,Status,Date of birth (age),Age,Caps,Goals,Club,Latest call-up
Sweden,DF,Axel Norén,,,27,0,0,Mjällby AIF,"v.  Kosovo, 8 September 2025",Sweden,DF,Axel Norén,Axel Norén,,,4 April 1999 (age 27),27,0,0,Mjällby AIF,"v.  Kosovo, 8 September 2025"
Sweden,DF,John Mellberg,,,19,0,0,Red Bull Salzburg,"v.  Algeria, 10 June 2025",Sweden,DF,John Mellberg,John Mellberg,,,30 July 2006 (age 19),19,0,0,Red Bull Salzburg,"v.  Algeria, 10 June 2025"
Sweden,MF,Eric Smith,,,29,0,0,FC St. Pauli,"v.  Poland, 31 March 2026 WD",Sweden,MF,Eric Smith,Eric Smith,,,8 January 1997 (age 29),29,0,0,FC St. Pauli,"v.  Poland, 31 March 2026 WD"
Sweden,MF,Emil Forsberg,,,34,92,21,New York Red Bulls,"v.  Slovenia, 18 November 2025",Sweden,MF,Emil Forsberg,Emil Forsberg,,,23 October 1991 (age 34),34,92,21,New York Red Bulls,"v.  Slovenia, 18 November 2025"
Sweden,MF,Anton Salétros,,,30,19,1,Chicago Fire,"v.  Kosovo, 13 October 2025",Sweden,MF,Anton Salétros,Anton Salétros,,,12 April 1996 (age 30),30,19,1,Chicago Fire,"v.  Kosovo, 13 October 2025"
Sweden,MF,Sebastian Nanasi,,,23,9,3,Strasbourg,"v.  Kosovo, 8 September 2025",Sweden,MF,Sebastian Nanasi,Sebastian Nanasi,,,16 May 2002 (age 23),23,9,3,Strasbourg,"v.  Kosovo, 8 September 2025"
Sweden,MF,Hugo Bolin,,,22,2,0,Borussia Mönchengladbach,"v.  Algeria, 10 June 2025",Sweden,MF,Hugo Bolin,Hugo Bolin,,,24 July 2003 (age 22),22,2,0,Borussia Mönchengladbach,"v.  Algeria, 10 June 2025"
Sweden,FW,Alexander Isak,,,26,56,16,Liverpool,"v.  Slovenia, 18 November 2025",Sweden,FW,Alexander Isak,Alexander Isak,,,21 September 1999 (age 26),26,56,16,Liverpool,"v.  Slovenia, 18 November 2025"
Sweden,FW,Alexander Bernhardsson,,,27,9,0,Holstein Kiel,"v.  Slovenia, 18 November 2025",Sweden,FW,Alexander Bernhardsson,Alexander Bernhardsson,,,8 September 1998 (age 27),27,9,0,Holstein Kiel,"v.  Slovenia, 18 November 2025"
Sweden,FW,Isac Lidberg,,,27,3,0,Darmstadt 98,"v.  Slovenia, 18 November 2025",Sweden,FW,Isac Lidberg,Isac Lidberg,,,8 September 1998 (age 27),27,3,0,Darmstadt 98,"v.  Slovenia, 18 November 2025"
Sweden,FW,Niclas Eliasson,,,30,9,0,AEK Athens,"v.  Kosovo, 13 October 2025",Sweden,FW,Niclas Eliasson,Niclas Eliasson,,,7 December 1995 (age 30),30,9,0,AEK Athens,"v.  Kosovo, 13 October 2025"
Sweden,FW,Jordan Larsson,,,28,8,1,Copenhagen,"v.  Kosovo, 13 October 2025 WD",Sweden,FW,Jordan Larsson,Jordan Larsson,,,20 June 1997 (age 28),28,8,1,Copenhagen,"v.  Kosovo, 13 October 2025 WD"
Sweden,FW,Momodou Sonko,,,21,0,0,Gent,"v.  Algeria, 10 June 2025",Sweden,FW,Momodou Sonko,Momodou Sonko,,,31 January 2005 (age 21),21,0,0,Gent,"v.  Algeria, 10 June 2025"
Tunisia,GK,Bechir Ben Saïd,,,31,22,0,Espérance de Tunis,2025 Africa Cup of Nations,Tunisia,GK,Bechir Ben Saïd,Bechir Ben Saïd,,,29 November 1994 (age 31),31,22,0,Espérance de Tunis,2025 Africa Cup of Nations
Tunisia,GK,Abdessalem Hallaoui,,,37,0,0,US Monastir,"v.  Morocco, 6 June 2025",Tunisia,GK,Abdessalem Hallaoui,Abdessalem Hallaoui,,,28 March 1989 (age 37),37,0,0,US Monastir,"v.  Morocco, 6 June 2025"
Tunisia,GK,Sami Helal,,,37,0,0,AS Marsa,"v.  Morocco, 6 June 2025",Tunisia,GK,Sami Helal,Sami Helal,,,19 October 1988 (age 37),37,0,0,AS Marsa,"v.  Morocco, 6 June 2025"
Tunisia,DF,Yan Valery,,,27,21,0,Young Boys,"v.  Canada, 31 March 2026INJ",Tunisia,DF,Yan Valery,Yan Valery,,,22 February 1999 (age 27),27,21,0,Young Boys,"v.  Canada, 31 March 2026INJ"
Tunisia,DF,Yassine Meriah,,,32,95,6,Espérance de Tunis,2025 Africa Cup of Nations,Tunisia,DF,Yassine Meriah,Yassine Meriah,,,2 July 1993 (age 32),32,95,6,Espérance de Tunis,2025 Africa Cup of Nations
Tunisia,DF,Ali Maâloul,,,36,95,3,CS Sfaxien,2025 Africa Cup of Nations,Tunisia,DF,Ali Maâloul,Ali Maâloul,,,1 January 1990 (age 36),36,95,3,CS Sfaxien,2025 Africa Cup of Nations
Tunisia,DF,Montassar Talbi,,,27,62,4,Lorient,2025 Africa Cup of Nations,Tunisia,DF,Montassar Talbi,Montassar Talbi,,,26 May 1998 (age 27),27,62,4,Lorient,2025 Africa Cup of Nations
Tunisia,DF,Dylan Bronn,,,30,52,2,Servette,2025 Africa Cup of Nations,Tunisia,DF,Dylan Bronn,Dylan Bronn,,,19 June 1995 (age 30),30,52,2,Servette,2025 Africa Cup of Nations
Tunisia,DF,Nader Ghandri,,,31,20,0,Asswehly,2025 Africa Cup of Nations,Tunisia,DF,Nader Ghandri,Nader Ghandri,,,18 February 1995 (age 31),31,20,0,Asswehly,2025 Africa Cup of Nations
Tunisia,DF,Mohamed Ben Ali,,,31,5,1,Espérance de Tunis,2025 Africa Cup of Nations,Tunisia,DF,Mohamed Ben Ali,Mohamed Ben Ali,,,16 February 1995 (age 31),31,5,1,Espérance de Tunis,2025 Africa Cup of Nations
Tunisia,DF,Oussama Haddadi,,,34,36,0,RS Berkane,2025 FIFA Arab Cup,Tunisia,DF,Oussama Haddadi,Oussama Haddadi,,,28 January 1992 (age 34),34,36,0,RS Berkane,2025 FIFA Arab Cup
Tunisia,DF,Hamza Jelassi,,,34,7,0,Espérance de Tunis,2025 FIFA Arab Cup,Tunisia,DF,Hamza Jelassi,Hamza Jelassi,,,29 September 1991 (age 34),34,7,0,Espérance de Tunis,2025 FIFA Arab Cup
Tunisia,DF,Marouane Sahraoui,,,30,1,0,Stade Tunisien,2025 FIFA Arab Cup,Tunisia,DF,Marouane Sahraoui,Marouane Sahraoui,,,9 January 1996 (age 30),30,1,0,Stade Tunisien,2025 FIFA Arab Cup
Tunisia,DF,Mahmoud Ghorbel,,,22,3,0,Sheriff Tiraspol,"v.  Brazil, 18 November 2025",Tunisia,DF,Mahmoud Ghorbel,Mahmoud Ghorbel,,,31 December 2003 (age 22),22,3,0,Sheriff Tiraspol,"v.  Brazil, 18 November 2025"
Tunisia,DF,Amin Cherni,,,24,3,0,Göztepe,"v.  Namibia, 13 October 2025",Tunisia,DF,Amin Cherni,Amin Cherni,,,7 July 2001 (age 24),24,3,0,Göztepe,"v.  Namibia, 13 October 2025"
Tunisia,DF,Houssem Hassen Romdhane,,,26,0,0,Club Africain,"v.  Morocco, 6 June 2025",Tunisia,DF,Houssem Hassen Romdhane,Houssem Hassen Romdhane,,,21 February 2000 (age 26),26,0,0,Club Africain,"v.  Morocco, 6 June 2025"
Tunisia,MF,Hannibal Mejbri,,,23,44,1,Burnley,"v.  Canada, 31 March 2026INJ",Tunisia,MF,Hannibal Mejbri,Hannibal Mejbri,,,21 January 2003 (age 23),23,44,1,Burnley,"v.  Canada, 31 March 2026INJ"
Tunisia,MF,Ferjani Sassi,,,34,102,9,Al-Gharafa,2025 Africa Cup of Nations,Tunisia,MF,Ferjani Sassi,Ferjani Sassi,,,18 March 1992 (age 34),34,102,9,Al-Gharafa,2025 Africa Cup of Nations
Tunisia,MF,Mohamed Ali Ben Romdhane,,,26,59,7,Al Ahly,2025 Africa Cup of Nations,Tunisia,MF,Mohamed Ali Ben Romdhane,Mohamed Ali Ben Romdhane,,,6 September 1999 (age 26),26,59,7,Al Ahly,2025 Africa Cup of Nations
Tunisia,MF,Houssem Tka,,,25,4,0,Espérance de Tunis,2025 Africa Cup of Nations,Tunisia,MF,Houssem Tka,Houssem Tka,,,16 August 2000 (age 25),25,4,0,Espérance de Tunis,2025 Africa Cup of Nations
Tunisia,MF,Chiheb Jebali,,,29,3,0,Espérance de Tunis,2025 FIFA Arab Cup,Tunisia,MF,Chiheb Jebali,Chiheb Jebali,,,26 May 1996 (age 29),29,3,0,Espérance de Tunis,2025 FIFA Arab Cup
Tunisia,MF,Firas Ben Larbi,,,29,16,3,Sharjah,"v.  Brazil, 18 November 2025",Tunisia,MF,Firas Ben Larbi,Firas Ben Larbi,,,27 May 1996 (age 29),29,16,3,Sharjah,"v.  Brazil, 18 November 2025"
Tunisia,MF,Aïssa Laïdouni,,,29,59,2,Al-Wakrah,"v.  Namibia, 13 October 2025",Tunisia,MF,Aïssa Laïdouni,Aïssa Laïdouni,,,13 December 1996 (age 29),29,59,2,Al-Wakrah,"v.  Namibia, 13 October 2025"
Tunisia,MF,Moez Hadj Ali,,,26,1,0,Espérance de Tunis,"v.  Morocco, 6 June 2025",Tunisia,MF,Moez Hadj Ali,Moez Hadj Ali,,,9 August 1999 (age 26),26,1,0,Espérance de Tunis,"v.  Morocco, 6 June 2025"
Tunisia,FW,Naïm Sliti,,,33,85,16,Al-Shamal,2025 Africa Cup of NationsRET,Tunisia,FW,Naïm Sliti,Naïm Sliti,,,27 July 1992 (age 33),33,85,16,Al-Shamal,2025 Africa Cup of NationsRET
Tunisia,FW,Seifeddine Jaziri,,,33,44,11,Zamalek,2025 Africa Cup of Nations,Tunisia,FW,Seifeddine Jaziri,Seifeddine Jaziri,,,11 February 1993 (age 33),33,44,11,Zamalek,2025 Africa Cup of Nations
Tunisia,FW,Elias Achouri,,,27,29,4,Copenhagen,2025 Africa Cup of Nations,Tunisia,FW,Elias Achouri,Elias Achouri,,,10 February 1999 (age 27),27,29,4,Copenhagen,2025 Africa Cup of Nations
Tunisia,FW,Amor Layouni,,,33,16,2,Häcken,2025 FIFA Arab Cup,Tunisia,FW,Amor Layouni,Amor Layouni,,,3 October 1992 (age 33),33,16,2,Häcken,2025 FIFA Arab Cup
Tunisia,FW,Rayane Anane,,,19,1,0,Étoile du Sahel,2025 FIFA Arab Cup,Tunisia,FW,Rayane Anane,Rayane Anane,,,15 August 2006 (age 19),19,1,0,Étoile du Sahel,2025 FIFA Arab Cup
Tunisia,FW,Nacim Dendani,,,19,0,0,Monaco[a],2025 FIFA Arab Cup,Tunisia,FW,Nacim Dendani,Nacim Dendani,,,30 April 2006 (age 19),19,0,0,Monaco[a],2025 FIFA Arab Cup
Tunisia,FW,Issam Jebali,,,34,17,2,Gamba Osaka,"v.  Brazil, 18 November 2025",Tunisia,FW,Issam Jebali,Issam Jebali,,,25 December 1991 (age 34),34,17,2,Gamba Osaka,"v.  Brazil, 18 November 2025"
Tunisia,FW,Youssef Snana,,,22,1,0,Al-Sailiya,"v.  Namibia, 13 October 2025WD",Tunisia,FW,Youssef Snana,Youssef Snana,,,24 March 2004 (age 22),22,1,0,Al-Sailiya,"v.  Namibia, 13 October 2025WD"
Tunisia,FW,Hamza Khadhraoui,,,27,2,0,Club Africain,"v.  Morocco, 6 June 2025",Tunisia,FW,Hamza Khadhraoui,Hamza Khadhraoui,,,16 January 1999 (age 27),27,2,0,Club Africain,"v.  Morocco, 6 June 2025"
Belgium,GK,Mike Penders,,,20,0,0,Strasbourg,"v.  Liechtenstein, 18 November 2025",Belgium,GK,Mike Penders,Mike Penders,,,31 July 2005 (age 20),20,0,0,Strasbourg,"v.  Liechtenstein, 18 November 2025"
Belgium,GK,Thibaut Courtois,,,33,107,0,Real Madrid,"v.  Kazakhstan, 15 November 2025 INJ",Belgium,GK,Thibaut Courtois,Thibaut Courtois,,,11 May 1992 (age 33),33,107,0,Real Madrid,"v.  Kazakhstan, 15 November 2025 INJ"
Belgium,GK,Nordin Jackers,,,28,0,0,Club Brugge,"v.  Wales, 9 June 2025",Belgium,GK,Nordin Jackers,Nordin Jackers,,,5 September 1997 (age 28),28,0,0,Club Brugge,"v.  Wales, 9 June 2025"
Belgium,DF,Wout Faes,,,28,28,0,Monaco[h],"v.  Wales, 9 June 2025",Belgium,DF,Wout Faes,Wout Faes,,,3 April 1998 (age 28),28,28,0,Monaco[h],"v.  Wales, 9 June 2025"
Belgium,MF,Hans Vanaken,,,33,32,7,Club Brugge,"v.  United States, 28 March 2026 INJ",Belgium,MF,Hans Vanaken,Hans Vanaken,,,24 August 1992 (age 33),33,32,7,Club Brugge,"v.  United States, 28 March 2026 INJ"
Belgium,MF,Diego Moreira,,,21,2,0,Strasbourg,"v.  Liechtenstein, 18 November 2025",Belgium,MF,Diego Moreira,Diego Moreira,,,6 August 2004 (age 21),21,2,0,Strasbourg,"v.  Liechtenstein, 18 November 2025"
Belgium,MF,Charles Vanhoutte,,,27,1,0,Nice,"v.  Liechtenstein, 18 November 2025",Belgium,MF,Charles Vanhoutte,Charles Vanhoutte,,,16 September 1998 (age 27),27,1,0,Nice,"v.  Liechtenstein, 18 November 2025"
Belgium,MF,Jorthy Mokio,,,18,1,0,Ajax,"v.  Wales, 9 June 2025",Belgium,MF,Jorthy Mokio,Jorthy Mokio,,,29 February 2008 (age 18),18,1,0,Ajax,"v.  Wales, 9 June 2025"
Belgium,FW,Romelu Lukaku,vice-captain,,32,124,89,Napoli,"v.  United States, 28 March 2026 WD",Belgium,FW,Romelu Lukaku (vice-captain),Romelu Lukaku,vice-captain,,13 May 1993 (age 32),32,124,89,Napoli,"v.  United States, 28 March 2026 WD"
Belgium,FW,Leandro Trossard,,,31,50,11,Arsenal,"v.  United States, 28 March 2026 INJ",Belgium,FW,Leandro Trossard,Leandro Trossard,,,4 December 1994 (age 31),31,50,11,Arsenal,"v.  United States, 28 March 2026 INJ"
Belgium,FW,Romeo Vermant,,,22,1,0,Club Brugge,"v.  Liechtenstein, 18 November 2025",Belgium,FW,Romeo Vermant,Romeo Vermant,,,24 January 2004 (age 22),22,1,0,Club Brugge,"v.  Liechtenstein, 18 November 2025"
Belgium,FW,Michy Batshuayi,,,32,55,27,Eintracht Frankfurt,"v.  Wales, 13 October 2025",Belgium,FW,Michy Batshuayi,Michy Batshuayi,,,2 October 1993 (age 32),32,55,27,Eintracht Frankfurt,"v.  Wales, 13 October 2025"
Belgium,FW,Malick Fofana,,,21,5,1,Lyon,"v.  Wales, 13 October 2025",Belgium,FW,Malick Fofana,Malick Fofana,,,31 March 2005 (age 21),21,5,1,Lyon,"v.  Wales, 13 October 2025"
Egypt,GK,Mohamed Sobhi,,,26,6,0,Zamalek,2025 Africa Cup of Nations,Egypt,GK,Mohamed Sobhi,Mohamed Sobhi,,,15 July 1999 (age 26),26,6,0,Zamalek,2025 Africa Cup of Nations
Egypt,GK,Mohamed Awad,,,33,4,0,Zamalek,2025 FIFA Arab Cup,Egypt,GK,Mohamed Awad,Mohamed Awad,,,6 July 1992 (age 33),33,4,0,Zamalek,2025 FIFA Arab Cup
Egypt,GK,Mohamed Bassam,,,35,3,0,Ceramica Cleopatra,2025 FIFA Arab Cup,Egypt,GK,Mohamed Bassam,Mohamed Bassam,,,25 December 1990 (age 35),35,3,0,Ceramica Cleopatra,2025 FIFA Arab Cup
Egypt,GK,Ali Lotfi,,,36,1,0,ZED,2025 FIFA Arab Cup,Egypt,GK,Ali Lotfi,Ali Lotfi,,,1 October 1989 (age 36),36,1,0,ZED,2025 FIFA Arab Cup
Egypt,GK,Abdelaziz El Balouti,,,32,0,0,National Bank of Egypt,"v.  Guinea-Bissau, 12 October 2025",Egypt,GK,Abdelaziz El Balouti,Abdelaziz El Balouti,,,8 January 1994 (age 32),32,0,0,National Bank of Egypt,"v.  Guinea-Bissau, 12 October 2025"
Egypt,DF,Mohamed Hamdy,,,31,36,1,Pyramids,2025 Africa Cup of Nations,Egypt,DF,Mohamed Hamdy,Mohamed Hamdy,,,15 March 1995 (age 31),31,36,1,Pyramids,2025 Africa Cup of Nations
Egypt,DF,Ahmed Eid,,,25,5,0,Al Masry,2025 Africa Cup of Nations,Egypt,DF,Ahmed Eid,Ahmed Eid,,,2 January 2001 (age 25),25,5,0,Al Masry,2025 Africa Cup of Nations
Egypt,DF,Mohamed Ismail,,,26,1,0,Zamalek,2025 Africa Cup of Nations,Egypt,DF,Mohamed Ismail,Mohamed Ismail,,,1 August 1999 (age 26),26,1,0,Zamalek,2025 Africa Cup of Nations
Egypt,DF,El-Wensh,,,30,27,5,Zamalek,2025 FIFA Arab Cup,Egypt,DF,El-Wensh,El-Wensh,,,1 June 1995 (age 30),30,27,5,Zamalek,2025 FIFA Arab Cup
Egypt,DF,Karim Fouad,,,26,3,0,Al Ahly,2025 FIFA Arab Cup,Egypt,DF,Karim Fouad,Karim Fouad,,,1 October 1999 (age 26),26,3,0,Al Ahly,2025 FIFA Arab Cup
Egypt,DF,Yassin Marei,,,24,3,0,Al Ahly,2025 FIFA Arab Cup,Egypt,DF,Yassin Marei,Yassin Marei,,,7 November 2001 (age 24),24,3,0,Al Ahly,2025 FIFA Arab Cup
Egypt,DF,Yehia Zakaria,,,24,3,0,Ghazl El Mahalla,2025 FIFA Arab Cup,Egypt,DF,Yehia Zakaria,Yehia Zakaria,,,20 December 2001 (age 24),24,3,0,Ghazl El Mahalla,2025 FIFA Arab Cup
Egypt,DF,Karim El Eraki,,,28,2,0,Al Masry,2025 FIFA Arab Cup,Egypt,DF,Karim El Eraki,Karim El Eraki,,,29 November 1997 (age 28),28,2,0,Al Masry,2025 FIFA Arab Cup
Egypt,DF,Ragab Nabil,,,33,2,0,Ceramica Cleopatra,2025 FIFA Arab Cup,Egypt,DF,Ragab Nabil,Ragab Nabil,,,5 January 1993 (age 33),33,2,0,Ceramica Cleopatra,2025 FIFA Arab Cup
Egypt,DF,Ahmed Hany,,,28,1,0,Ceramica Cleopatra,2025 FIFA Arab Cup,Egypt,DF,Ahmed Hany,Ahmed Hany,,,19 May 1997 (age 28),28,1,0,Ceramica Cleopatra,2025 FIFA Arab Cup
Egypt,DF,Hady Reyad,,,27,0,0,Petrojet,2025 FIFA Arab Cup,Egypt,DF,Hady Reyad,Hady Reyad,,,10 June 1998 (age 27),27,0,0,Petrojet,2025 FIFA Arab Cup
Egypt,DF,Ahmed Nabil Koka,,,24,9,0,Al Ahly,"v.  Guinea-Bissau, 12 October 2025",Egypt,DF,Ahmed Nabil Koka,Ahmed Nabil Koka,,,4 July 2001 (age 24),24,9,0,Al Ahly,"v.  Guinea-Bissau, 12 October 2025"
Egypt,DF,Amr El Gazar,,,26,0,0,National Bank of Egypt,"v.  Guinea-Bissau, 12 October 2025",Egypt,DF,Amr El Gazar,Amr El Gazar,,,20 September 1999 (age 26),26,0,0,National Bank of Egypt,"v.  Guinea-Bissau, 12 October 2025"
Egypt,DF,Mohamed Rabia,,,29,2,0,ZED,"v.  Burkina Faso, 9 September 2025",Egypt,DF,Mohamed Rabia,Mohamed Rabia,,,5 May 1996 (age 29),29,2,0,ZED,"v.  Burkina Faso, 9 September 2025"
Egypt,MF,Mohamed Shehata,,,25,9,0,Zamalek,2025 Africa Cup of Nations,Egypt,MF,Mohamed Shehata,Mohamed Shehata,,,8 February 2001 (age 25),25,9,0,Zamalek,2025 Africa Cup of Nations
Egypt,MF,Mohamed Elneny,vice-captain,,33,105,8,Al Jazira,2025 FIFA Arab Cup,Egypt,MF,Mohamed Elneny (vice-captain),Mohamed Elneny,vice-captain,,11 July 1992 (age 33),33,105,8,Al Jazira,2025 FIFA Arab Cup
Egypt,MF,Amr El Solia,,,36,54,1,Ceramica Cleopatra,2025 FIFA Arab Cup,Egypt,MF,Amr El Solia,Amr El Solia,,,2 April 1990 (age 36),36,54,1,Ceramica Cleopatra,2025 FIFA Arab Cup
Egypt,MF,Afsha,,,30,24,6,Al Ahly,2025 FIFA Arab Cup,Egypt,MF,Afsha,Afsha,,,6 March 1996 (age 30),30,24,6,Al Ahly,2025 FIFA Arab Cup
Egypt,MF,Mostafa Saad,,,24,18,1,ZED,2025 FIFA Arab Cup,Egypt,MF,Mostafa Saad,Mostafa Saad,,,22 August 2001 (age 24),24,18,1,ZED,2025 FIFA Arab Cup
Egypt,MF,Akram Tawfik,,,28,15,1,Al-Shamal,2025 FIFA Arab Cup,Egypt,MF,Akram Tawfik,Akram Tawfik,,,8 November 1997 (age 28),28,15,1,Al-Shamal,2025 FIFA Arab Cup
Egypt,MF,Mido Gaber,,,30,4,1,Al Masry,2025 FIFA Arab Cup,Egypt,MF,Mido Gaber,Mido Gaber,,,9 May 1995 (age 30),30,4,1,Al Masry,2025 FIFA Arab Cup
Egypt,MF,Ghanam Mohamed,,,29,4,0,Modern Sport,2025 FIFA Arab Cup,Egypt,MF,Ghanam Mohamed,Ghanam Mohamed,,,12 March 1997 (age 29),29,4,0,Modern Sport,2025 FIFA Arab Cup
Egypt,MF,Donga,,,30,11,0,Al-Najma,2025 Al Ain International Cup,Egypt,MF,Donga,Donga,,,6 April 1996 (age 30),30,11,0,Al-Najma,2025 Al Ain International Cup
Egypt,MF,Zalaka,,,26,3,0,Pyramids,2025 Al Ain International Cup,Egypt,MF,Zalaka,Zalaka,,,12 September 1999 (age 26),26,3,0,Pyramids,2025 Al Ain International Cup
Egypt,MF,Marwan Otaka,,,23,1,0,Ceramica Cleopatra,2025 Al Ain International Cup,Egypt,MF,Marwan Otaka,Marwan Otaka,,,7 July 2002 (age 23),23,1,0,Ceramica Cleopatra,2025 Al Ain International Cup
Egypt,FW,Mohamed Salah,captain,,33,116,67,Liverpool,2025 Africa Cup of Nations,Egypt,FW,Mohamed Salah (captain),Mohamed Salah,captain,,15 June 1992 (age 33),33,116,67,Liverpool,2025 Africa Cup of Nations
Egypt,FW,Osama Faisal,,,25,16,0,National Bank of Egypt,2025 Africa Cup of Nations,Egypt,FW,Osama Faisal,Osama Faisal,,,1 January 2001 (age 25),25,16,0,National Bank of Egypt,2025 Africa Cup of Nations
Egypt,FW,Salah Mohsen,,,27,10,1,Al Masry,2025 Africa Cup of Nations,Egypt,FW,Salah Mohsen,Salah Mohsen,,,1 September 1998 (age 27),27,10,1,Al Masry,2025 Africa Cup of Nations
Egypt,FW,Mohamed Sherif,,,30,23,3,Al Ahly,2025 FIFA Arab Cup,Egypt,FW,Mohamed Sherif,Mohamed Sherif,,,4 February 1996 (age 30),30,23,3,Al Ahly,2025 FIFA Arab Cup
Egypt,FW,Marwan Hamdy,,,29,17,3,Pyramids,2025 FIFA Arab Cup,Egypt,FW,Marwan Hamdy,Marwan Hamdy,,,15 November 1996 (age 29),29,17,3,Pyramids,2025 FIFA Arab Cup
Egypt,FW,Hossam Hassan,,,32,7,1,Modern Sport,2025 FIFA Arab Cup,Egypt,FW,Hossam Hassan,Hossam Hassan,,,2 September 1993 (age 32),32,7,1,Modern Sport,2025 FIFA Arab Cup
Egypt,FW,Mohamed Mosaad,,,24,0,0,Modern Sport,2025 FIFA Arab Cup,Egypt,FW,Mohamed Mosaad,Mohamed Mosaad,,,14 September 2001 (age 24),24,0,0,Modern Sport,2025 FIFA Arab Cup
Egypt,FW,Ahmed Atef,,,28,3,0,ZED,2025 FIFA Arab Cup PRE,Egypt,FW,Ahmed Atef,Ahmed Atef,,,21 March 1998 (age 28),28,3,0,ZED,2025 FIFA Arab Cup PRE
Egypt,FW,Mostafa Shalaby,,,31,1,0,National Bank of Egypt,2025 FIFA Arab Cup INJ,Egypt,FW,Mostafa Shalaby,Mostafa Shalaby,,,1 September 1994 (age 31),31,1,0,National Bank of Egypt,2025 FIFA Arab Cup INJ
Egypt,FW,Taher Mohamed,,,29,6,1,Al Ahly,2025 Al Ain International Cup,Egypt,FW,Taher Mohamed,Taher Mohamed,,,7 March 1997 (age 29),29,6,1,Al Ahly,2025 Al Ain International Cup
Iran,GK,Mohammad Reza Akhbari,,,33,1,0,Sepahan,"v.  Uzbekistan, 18 November 2025",Iran,GK,Mohammad Reza Akhbari,Mohammad Reza Akhbari,,,15 February 1993 (age 33),33,1,0,Sepahan,"v.  Uzbekistan, 18 November 2025"
Iran,GK,Ahmad Gohari,,,30,0,0,Paykan,2025 CAFA Nations Cup,Iran,GK,Ahmad Gohari,Ahmad Gohari,,,12 January 1996 (age 30),30,0,0,Paykan,2025 CAFA Nations Cup
Iran,GK,Nima Mirzazad,,,29,0,0,Mes Rafsanjan,2025 CAFA Nations Cup,Iran,GK,Nima Mirzazad,Nima Mirzazad,,,27 February 1997 (age 29),29,0,0,Mes Rafsanjan,2025 CAFA Nations Cup
Iran,GK,Parsa Jafari,,,26,0,0,Zob Ahan,"v.  Qatar, 5 June 2025 PRE",Iran,GK,Parsa Jafari,Parsa Jafari,,,9 July 1999 (age 26),26,0,0,Zob Ahan,"v.  Qatar, 5 June 2025 PRE"
Iran,DF,Abolfazl Jalali,,,27,8,0,Esteghlal,"v.  Costa Rica, 31 March 2026",Iran,DF,Abolfazl Jalali,Abolfazl Jalali,,,26 June 1998 (age 27),27,8,0,Esteghlal,"v.  Costa Rica, 31 March 2026"
Iran,DF,Saman Fallah,,,24,4,0,Esteghlal,"v.  Costa Rica, 31 March 2026",Iran,DF,Saman Fallah,Saman Fallah,,,12 May 2001 (age 24),24,4,0,Esteghlal,"v.  Costa Rica, 31 March 2026"
Iran,DF,Majid Hosseini,,,29,30,0,Kayserispor,"v.  Uzbekistan, 18 November 2025",Iran,DF,Majid Hosseini,Majid Hosseini,,,20 June 1996 (age 29),29,30,0,Kayserispor,"v.  Uzbekistan, 18 November 2025"
Iran,DF,Danial Eiri,,,22,0,0,Malavan,"v.  Uzbekistan, 18 November 2025",Iran,DF,Danial Eiri,Danial Eiri,,,26 October 2003 (age 22),22,0,0,Malavan,"v.  Uzbekistan, 18 November 2025"
Iran,DF,Amin Hazbavi,,,22,7,0,Sepahan,2025 Al Ain International Cup PRE / INJ,Iran,DF,Amin Hazbavi,Amin Hazbavi,,,6 May 2003 (age 22),22,7,0,Sepahan,2025 Al Ain International Cup PRE / INJ
Iran,DF,Mohammad Mehdi Zare,,,23,0,0,Akhmat Grozny,"v.  Tanzania, 14 October 2025",Iran,DF,Mohammad Mehdi Zare,Mohammad Mehdi Zare,,,25 January 2003 (age 23),23,0,0,Akhmat Grozny,"v.  Tanzania, 14 October 2025"
Iran,DF,Aref Aghasi,,,29,6,0,Esteghlal,2025 CAFA Nations Cup,Iran,DF,Aref Aghasi,Aref Aghasi,,,2 January 1997 (age 29),29,6,0,Esteghlal,2025 CAFA Nations Cup
Iran,DF,Mohammad Naderi,,,29,3,0,Tractor,2025 CAFA Nations Cup,Iran,DF,Mohammad Naderi,Mohammad Naderi,,,5 October 1996 (age 29),29,3,0,Tractor,2025 CAFA Nations Cup
Iran,DF,Morteza Pouraliganji,,,34,54,3,Persepolis,"v.  North Korea, 10 June 2025",Iran,DF,Morteza Pouraliganji,Morteza Pouraliganji,,,19 April 1992 (age 34),34,54,3,Persepolis,"v.  North Korea, 10 June 2025"
Iran,DF,Sadegh Moharrami,,,30,30,1,Tractor,"v.  North Korea, 10 June 2025",Iran,DF,Sadegh Moharrami,Sadegh Moharrami,,,1 April 1996 (age 30),30,30,1,Tractor,"v.  North Korea, 10 June 2025"
Iran,DF,Yaghoub Barage,,,20,0,0,Persepolis,"v.  Qatar, 5 June 2025 PRE",Iran,DF,Yaghoub Barage,Yaghoub Barage,,,26 January 2006 (age 20),20,0,0,Persepolis,"v.  Qatar, 5 June 2025 PRE"
